session_id,mac_hash,gw_id,ts_begin,ts_end,incoming,outgoing,latitude_begin,longitude_begin,latitude_end,longitude_end,duration
3e136213952ca376bc007ef6ac15e3b9bded78e5,96baab53672da2502f2a0546f05250e4aa94456f,2079,2017-09-01T06:51:30.000Z,2017-09-01T07:01:43.000Z,0,0,1.303533,103.77441,1.293933,103.77527,285
1eeee717b4c2895c50040f31ede3abd2050af0da,cec7c660b1336c78c8774440a6a382be103a1540,2079,2017-09-01T06:51:46.000Z,2017-09-01T07:03:02.000Z,0,0,1.30355,103.77444,1.2945,103.77496,86
37374456869b9ab7f7df36379d3f9071b8f7738e,b3c5a686cbf1fbd19d13d747db2e12199ca53d5a,2079,2017-09-01T06:52:53.000Z,2017-09-01T07:02:57.000Z,0,0,1.3036,103.77462,1.2945,103.77496,32
8e4a0d074153463fd63990e398431c769da06b57,ef2142b57dc46b5c0abe2ee667a6c43fca798a1d,2034,2017-09-01T06:52:32.000Z,2017-09-01T07:02:34.000Z,0,0,1.29185,103.78053,1.2934,103.78506,179
0511fcfb9ac5380b6a869d4a871800d2a1f72b06,79bc06b1da3a9942a29663506ec427aaf2686266,2079,2017-09-01T06:52:56.000Z,2017-09-01T07:02:58.000Z,0,0,1.303567,103.77441,1.2945,103.77496,21
d6d147a31f7e0e7c24b531fdae70f24da6ad2e18,5867959bdbe4d657aeb6a58a8a1a6efcfd1f6c51,2079,2017-09-01T06:53:11.000Z,2017-09-01T07:07:25.000Z,0,0,1.3033,103.77409,1.294483,103.77496,312
77621117824561949aa4434f91d8d97b1136e72b,c7952bc2467bc749a61169a386a84c3ff44e2be6,2023,2017-09-01T06:53:22.000Z,2017-09-01T07:03:23.000Z,0,0,1.300833,103.77427,1.2916,103.78362,5
db8cb3ab2a4ecde69720e0a6086620258627f785,b4da3fff80e733c34a37a0dafadfd068c752a89f,2023,2017-09-01T06:53:47.000Z,2017-09-01T07:04:28.000Z,0,0,1.30295,103.77395,1.29095,103.78108,115
71285d9efe96983886eadb6cdcc515c09148bfa5,f3bc59e4a3199e7f4f643228fed9d5e894c3015b,2079,2017-09-01T06:53:43.000Z,2017-09-01T07:04:06.000Z,0,0,1.30095,103.77444,1.294483,103.77496,37
890e0321f09f7d4e4f801056eae21bd774b00783,8140c043fa827371adb402f5e52030251f9d2f50,2023,2017-09-01T06:53:53.000Z,2017-09-01T07:03:54.000Z,0,0,1.303167,103.77403,1.291783,103.78277,71
7a23db3dfc4dfd319ed6dffd8705fdedb8d44113,ca52d16f967a6658c681f6c4dd523ce574d44b66,2023,2017-09-01T06:54:43.000Z,2017-09-01T07:04:44.000Z,0,0,1.30355,103.7745,1.290983,103.78105,1
fbb9b44ef6755b236ec926856101046cb30bb62d,50d8b4a941c26b89482c94ab324b5a274f9ced66,2023,2017-09-01T06:54:47.000Z,2017-09-01T07:03:34.000Z,0,0,null,null,1.2916,103.7836,527
280ea4d45c852ded0bf74232463539346b9f726a,c54774c0829c4e9ee89e6e6e79597c3d556bc9ff,2023,2017-09-01T06:54:03.000Z,2017-09-01T07:04:07.000Z,0,0,1.3033,103.77417,1.291367,103.78198,49
c48058bac4b2bb504c5b7e0746c5ae04bb9d6858,f89414d22759157f5c944c53fd4c0deb7738c358,2023,2017-09-01T06:54:06.000Z,2017-09-01T07:08:55.000Z,0,0,1.303417,103.77431,1.294717,103.77486,369
416558920d20459bfdd0e59d3cd34d703a095d84,dcb2048ce5a990c1691ba7f48c56af6ed6d8dbaa,2079,2017-09-01T06:54:14.000Z,2017-09-01T07:04:16.000Z,0,0,1.2992,103.7745,1.294483,103.77496,111
1217529f29b843ea737a0139f59df902bf2e692f,79bc06b1da3a9942a29663506ec427aaf2686266,2023,2017-09-01T06:54:24.000Z,2017-09-01T07:09:25.000Z,0,0,1.30355,103.77447,1.294717,103.77486,459
8dde533aa6c85490bfa68b650f66797432e6b2dc,cec7c660b1336c78c8774440a6a382be103a1540,2023,2017-09-01T06:54:09.000Z,2017-09-01T07:09:12.000Z,0,0,1.303483,103.7744,1.294717,103.77486,487
ed0ca668d1e747e59152bc0b43d7a588ce70bcea,10840b57d95e8f9b368c6d9cebf039d507a835cd,2023,2017-09-01T06:54:13.000Z,2017-09-01T07:04:14.000Z,0,0,1.30355,103.77447,1.291167,103.7815,601
fb23e678f5dc379bfdca086a48dbfe9aa1e20c02,811aa9d50426d3e12d59ae13fead3edbfbe459f8,2023,2017-09-01T06:54:40.000Z,2017-09-01T07:09:44.000Z,0,0,1.30355,103.7745,1.294717,103.77486,426
1214af4c207f53c1920d0276fe3f1790402196c9,154d7f4a21100b84a619c85d24f5eb4da3ecb2cd,2023,2017-09-01T06:54:03.000Z,2017-09-01T07:13:41.000Z,0,0,1.3033,103.77417,1.292333,103.77406,691
5bd87266bc8a39d76a93579e18de07d8c41741f4,b05e9aa3195fcf681fa12ffa9a52246fe60c2a2f,2023,2017-09-01T06:54:06.000Z,2017-09-01T07:10:59.000Z,0,0,1.303383,103.77427,1.294717,103.77486,507
fd7e542f9d57dd7e925ddd96d0272bce767ace73,e362793a54245e3c8ab4d20b5df6c846b9d7f11c,2023,2017-09-01T06:54:35.000Z,2017-09-01T07:09:24.000Z,0,0,1.30355,103.77448,1.294717,103.77486,426
e7a2cdcdc6c54cd131238791ed0f4b76c56cab83,67fb3a2f6e0740f838512685371ee23080045d31,2023,2017-09-01T06:54:48.000Z,2017-09-01T07:09:38.000Z,0,0,1.30355,103.7745,1.294717,103.77486,318
daaa97008599c9383e126a50ce43dcc1d21583ec,aac12c55b7924dbf3ee3f394330aa94a2a425021,2023,2017-09-01T06:54:21.000Z,2017-09-01T07:11:30.000Z,0,0,1.30355,103.77447,1.294717,103.77486,459
c468cfa7be5eaedf6cc0343db78224e050ea9127,c9319234eeeec28cc659db11ecc2d437d66a02b5,2023,2017-09-01T06:55:00.000Z,2017-09-01T07:10:01.000Z,0,0,1.30355,103.7745,1.294717,103.77486,453
054c9026135fa16cabc3e7136cf6d7ed21a6c420,135b3136825fa35062a0eef95ddb13e57fbb3253,2023,2017-09-01T06:55:05.000Z,2017-09-01T07:05:07.000Z,0,0,1.30355,103.7745,1.29105,103.78088,39
0db3914019c9971de931b47bebdad463d98e05bb,099acab4e14b783f2037c3e3747076deabfe2df1,2023,2017-09-01T06:55:09.000Z,2017-09-01T07:05:11.000Z,0,0,1.30355,103.7745,1.29105,103.78088,8
0c63f2af01c7b7edc207efbee37f2ed07da314a8,b3c5a686cbf1fbd19d13d747db2e12199ca53d5a,2023,2017-09-01T06:55:54.000Z,2017-09-01T07:10:43.000Z,0,0,1.30355,103.77485,1.294717,103.77486,401
e06950b4609f5655474037b2977c60c85cbea2e8,feab67ff1fbe2eb55aa846cd2f483a1ac4f2b3ec,2023,2017-09-01T06:56:03.000Z,2017-09-01T07:06:06.000Z,0,0,1.303433,103.77433,1.2926,103.77935,22
e60a2980de84301592af46778c1e861be7c92019,14593f0f3055508cef8cfd6577d5d046ec2a8750,2034,2017-09-01T06:56:19.000Z,2017-09-01T07:11:25.000Z,0,0,1.291833,103.7804,1.2948,103.77057,425
12b2f242eca2377b482a258d3208999e240bb2c2,b4d7cb564a10ef5d9506d7ec61111dc2ff2e7208,2034,2017-09-01T06:57:51.000Z,2017-09-01T07:08:03.000Z,0,0,1.2918,103.78043,1.2988,103.77558,163
b6ac41c9bcdc42c43c1f9f4fc73707868290dabd,14d5ef44e74c47c377d379969fcf5cb3167012c6,2023,2017-09-01T06:57:54.000Z,2017-09-01T07:07:56.000Z,0,0,1.2989,103.77612,1.2947,103.77486,419
5d915e8d122b4e139c3db119409357d0d14deca6,bcad2b39690e78bcbeb782199610c99f330e5da0,2033,2017-09-01T06:59:22.000Z,2017-09-01T07:10:06.000Z,0,0,1.32695,103.82558,1.291917,103.7831,44
